text,sentiment
"Me: enters hospital
Nurse: have you had a temp, lost sense of smell, been around anyone w/COVID...
Me: no, no, no, no
Nurse: scans forehead, hands me mask
Me: 2 large squirts of hand sanitizer ICKK 🤢 this smells like tequila!!!
Nurse: we get it from a distillery
#Covid_19",neg
"Most people with COVID-19 may not show any signs but can still spread the disease. Protect yourself: stay 2 metres away from the next person and use a mask.#YouAndIBeyoundCOVD19
#staysafe
@EVA_Nigeria
@UNFPANigeria
#YSMANG",pos
iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities. 😀,pos
For all you Pro-Lifers(actually pro-birth)who protest to re-open and refuse to wear a mask I ask you this: Since the first neonatal death from COVID 19 was recorded how many have gone unrecorded. How many mothers have lost their babies and not known why?You hypocrites disgust me.,neg
"@WhiteHouse @CNN @MassGov @realDonaldTrump @VP  Are you willing to go to a hospital Covid-19 unit w/out a mask or PPE, be w/covid 19 pts not wearing a mask, go up in their space, & touch them? If the answer is “NO”, then stay home, or wear a mask and stay the heck away from me!",pos
"As we return to our workplaces from lockdown, two best practices to avoid Covid-19 are wear a face mask and wash hands frequently.  
Learn more at this link:    http://ow.ly/D8NF50zMH6P    
Consult with us at Fastest Labs, 919-371-2695,  http://www.fastestlabs.com/cary ",pos
"Why is there so much fucking drama over wearing a mask? ""Wahhhh, I can't breathe!"" Try breathing when you're suffering from Covid 19. My dad is 76 with COPD and asthma. He wears one without complaint. If he can, despite actual breathing issues, you can, too.

As for the not being",neg
"As we return to our workplaces from lockdown, two best practices to avoid Covid-19 are wear a face mask and wash hands frequently.  
Learn more at this link:   http://ow.ly/i5T050zMGDT     
Consult with us at Fastest Labs, 919-371-2695,  http://www.fastestlabs.com/cary ",pos
"From bird beaks to wrapping paper to bras, 
@throughlineNPR follows the curious history of one of the most important defenses in our fight against #Covid_19: the face mask. 

#masks
#coronavirus

Listen here: https://www.himalaya.com/arts-podcasts/throughline-949021/the-mask-96733693 …",pos
"Has COVID-19 impacted your ability to get CPAP masks, preventing you from getting the therapy you need? Thankfully, Circadiance SleepWeaver Skin Friendly CPAP Masks are in stock and ready to ship! Find the right mask for you:  https://hubs.ly/H0qJy4b0  #SleepWeaver #CPAPmask #CPAP pic.twitter.com/12jURmPQSi",pos
I used to watch shows like the “Walking Dead” and think people cannot be that dumb during a crisis. But reading the comments from people who keep saying COVID-19 is weak and their rights are being violated by being asked to wear a mask 🙄..... I can understand that show now 😂…,neg
"Hello everyone, COVID-19 is still with us. Please remember to wear your face mask when at public places. From South Sudan this fine Police Officer is 'masking up'. Stay safe  pic.twitter.com/bpdneZaStU",pos
"Here’s a thought, we should lower the flag to half mask, until those responsible for diverting our country’s attention from the real issues are out of office! COVID-19 is real but trying to take down our #POTUS at our expanse was irresponsible!",neg
"Will masks be the new norm at future @NAIOPSNV breakfast meetings? Is this a new fashion statement, as well as protection from COVID-19? Share a photo of you wearing your mask and what you think your mask says about you. #CRE #SNVCRE #NAIOP #NAIOPSNV pic.twitter.com/lRGuoJ49bB",pos
"Having a hard time trying to figure out how to clean a cloth face mask? 

Watch Lulu Wood as she takes us through how to wear and clean a cloth face mask. 

Remember, masks alone do not protect you from COVID-19; always practice good hygiene to protect yourself & your loved ones  pic.twitter.com/nFjzgCgwSL",pos
"Now started believing in Full Figure's statements that Ashburg Katocrossed from People Power camp long time ago, coz when u look at this pic no way u can meet president @KagutaMuseveni on nowdays of COVID_19 with out a mask on ur face. Seems Balaam took them long time ago  pic.twitter.com/xL4NdjfNxY",neg
"Do you wear a mask when in public places? Do you wash your hands when you come home from going to public places? Do you distance when you are in public places? Do you disinfect packages delivered by services? If you don't do those things, you risk becoming ill with COVID-19.",neg
My mask does a great job covering up the double chin I gained from quarantine snacking #QuarantineQuotes #Covid_19 #mask,pos
"From tomorrow, if ur profile pic doesn't have face mask I will remove u from here with a fine of 25konly, don't come & spread COVID-19 here. @AM_Saleeem @Dongarrus1 @___FAREED",pos
I'm glad that so many don't have to worry about their loved ones being compromised from Covid 19. But for those of us who do it is scary.  I don't care if you think wearing a mask is stupid. If it has the slightest chance of keeping my daughter from going into the hospital with,pos
"First, Alex good for you. This is you expressing yourself and that is a MF right. If you do it hear, rent a billboard, or just tell it from a damn church. Do it. 2nd, you freaking stupid people. They still don't know everything about COVID-19. Wear the damn mask.",neg
"Wow, if she doesn’t like that stupid little mask that will keep her from dragging Covid-19 to her children I wonder how she would feel during intubation. Or how she would feel watching her youngest intubated due to catching this virus.",pos
"The being the MASK ALL should wear for protection from the VIRUS!!
#pandemic #Covid_19 #COVID19 https://youtu.be/Ttk3E8JWoKk ",pos
"In Spain we must , from today, wear a mask when out walking with a potential 600 euros for infringement. Our responsibility is to protect each other. #coronavirus #CoronavirusEspaña #Covid_19  pic.twitter.com/mYdPcKQzXh",neg
iOS 13.5 speeds up access to the passcode field on devices with Face ID when you are wearing a face mask and introduces the Exposure Notification API to support COVID-19 contact tracing apps from public health authorities.  https://twitter.com/Reliablequote/status/1263470400287236098 …,pos
I'm buying my own Purell and bringing my own mask and along with fewer kids in every class and obsessively distancing myself from everybody all day long that is a true story of the #bced plan to keep your child safe from #Covid_19 #MyCorona #Teachers pic.twitter.com/sLjTBVPbNA,pos
"Protect your health, your family and community by wearing a mask. As businesses open, let’s not underestimate the difference masks make to #StoptheSpread of COVID-19. Studies show masks protect us from droplets that spread when people talk.  https://www.nejm.org/doi/full/10.1056/NEJMc2007800?query=TOC …",pos
My social worker SIL working in a nursing home w Covid 19 patients had one N-95 mask for many weeks. Trump has managed to distract from and trivialize this failure to protect.,neg
"@GovRonDeSantis @VP 
2 idiots drinking from a community soda fountain. Neither wearing a mask or practicing social distancing one should be in quarantine after exposure to COVID _19  https://twitter.com/LawrenceBJones3/status/1263177475376513024 …",pos
"Y’all went from
“Covid-19 is harmless”
“Covid-19 is fake”
“COVID-19 is life threatening”
“Covid-19 will not take over America “Open the country back up”
“I can’t believe you guys are back in the streets with this corona Virus”
“Eww where’s your mask”
“Stay Home”
“Go back to work”",pos
"Is this the same guy who pretended to be locked up in his basement, suffering from covid 19, only to go out without a mask and visit another property of his with his wife in tow? What a fake. A totally staged event so blatantly obvious to the rest of us. Go back to the basement.",neg
"Your twt  is ignorance at it's finest.

You think a mask, on yourself or others, will protect you from covid-19??",pos
I live in Arkansas and on the way home from a doctor appointment I passed the local bar and grill. People were standing as close as six inches packed in like sardines. It was an outdoor venue and not one person was wearing a mask. #ArkansansWillDie #Covid_19,pos
"""Wear a mask"" to the tune of Be Our Guest from Beauty and the Beast. You're welcome. #Covid_19",pos
"Seriously?  Wear the damn mask, it’s a simple thing to do and may spare someone else from getting sick and even die, COVID-19 is not just a another “germ”!   Time for you and Laura and her fellow Trump propagandists to think in terms of “us” instead of “me”!",neg
If wearing the mask doesn’t help us from catching covid 19 then why the fuck should we wear them ?,neg
"Wearing a mask 😷 in public doesn't make me weak, scared, or “controlled"".
It means I respect you.
If we all wore masks...
The virus would have no where to go.
No one to infect.  
Individually we can’t stop the COVID-19 ball from rolling down the hill.  
But together we can....  pic.twitter.com/uYa8BoG2r1",neg
"Doesn't get any more adorable

Tooth Fairy thanks ‘considerate’ girl who gifted her mask to protect from COVID-19
 https://www.goodmorningamerica.com/family/story/tooth-fairy-considerate-girl-gifted-mask-protect-covid-70773532 …",pos
".@realDonaldTrump wear a mask in Michigan today it would be a very fine thing for a quality person like you to do. #maga @WhiteHouse 

Over 90,000 dead from #Covid_19 

39,000,000 unemployed the virus isn’t skipping red states, it doesn’t care about politics! 

#WearAMask",pos
